awardID,fiscalYear,currentValue,potentialValue,duns,companyCongCode,performanceCongCode
HSCEDM16J00046,2018,2147276.63,2147276.63,79787440,1222,1222
HSCEDM16J00047,2018,2190859.07,2190859.07,79787440,1222,1222
HSCEDM16J00048,2018,1908606.19,1908606.19,79787440,1222,1222
HSCEDM16J00049,2018,1956129.3,1956129.3,79787440,1222,1222
HSCEDM16J00050,2018,39239793.7,39239793.7,805596710,200,4816
HSCEDM16J00052,2018,61351497.14,61351497.14,612706465,1222,5309
HSCEDM16J00053,2018,1281000,1281000,32093028,3706,3706
HSCEDM16P00043,2018,18000,24000,947905766,3602,3602
HSCEDM16P00045,2018,26883,51448.5,624462131,4830,651
HSCEDM16P00046,2018,27595.2,45852,31779838,652,653
HSCEDM16P00052,2018,18168,18168,70965805,3603,3602
HSCEDM16P00055,2018,19776,29664,197871515,647,648
HSCEDM16P00056,2018,426055.32,717678.84,803838374,3610,3610
HSCEDM16P00068,2018,2955.85,2955.85,781162391,3626,3626
HSCEDM16P00072,2018,38280,64020,131242658,901,901
HSCEDM16P00081,2018,18360,18360,146708227,623,623
HSCEDM16P00083,2018,13387.94,42775.7,790784474,3610,4821
HSCEDM16P00095,2018,34350.86,194334.86,965708477,4809,4829
HSCEDM16P00096,2018,16984.92,28032.26,171880859,903,903
HSCEDM16P00097,2018,3548,20872.64,10552933,4815,4834
HSCEDM16P00121,2018,53419.08,143073.48,809643125,3604,401
HSCEDM16P00122,2018,44496,74160,139397058,1716,4821
HSCEDM17C00002,2018,44358746.85,44358746.85,606290401,2403,4823
HSCEDM17C00004,2018,6768,27072,26173034,406,2901
HSCEDM17D00001,2018,0,35144845.23,159734151,4705,****
HSCEDM17D00009,2018,0,457361488,612706465,1222,****
HSCEDM17D00010,2018,0,24573262.26,805596710,200,****
HSCEDM17D00011,2018,0,32123965.36,38049532,5110,****
HSCEDM17F00001,2018,17356.68,17356.68,612706465,1222,651
HSCEDM17F00005,2018,1852908.95,1982908.95,134265938,2505,2505
HSCEDM17F00010,2018,8969.4,8969.4,606936271,636,4834
HSCEDM17F00022,2018,4263100,4263100,1903723,1218,634
HSCEDM17F00038,2018,1080484.82,1080484.82,112281840,1198,1100
HSCEDM17F00049,2018,2426.64,2426.64,42598482,2106,4201
HSCEDM17F00054,2018,2923742.16,2923742.16,38049532,5110,5110
HSCEDM17F00058,2018,44289650.37,44289650.37,159734151,4705,651
HSCEDM17F00059,2018,4796046.28,4796046.28,1903723,1218,606
HSCEDM17F00062,2018,23854979.6,23854979.6,159734151,4705,4705
HSCEDM17F00063,2018,99919.05,99919.05,784141384,3610,3610
HSCEDM17F00064,2018,2391666.48,2391666.48,1903723,1218,407
HSCEDM17F00065,2018,6894.48,6894.48,787227599,5111,3408
HSCEDM17F00067,2018,3970.32,3970.32,42598482,2106,4204
HSCEDM17F00069,2018,3414654.66,3414654.66,38049532,5110,5110
HSCEDM17F00073,2018,28975,28975,42598482,2106,4201
HSCEDM17F00080,2018,6930.04,6930.04,966326514,3626,3626
HSCEDM17F00090,2018,133837.2,133837.2,167448955,649,649
HSCEDM17F00094,2018,2851600,2851600,79529872,5111,1100
HSCEDM17F00095,2018,299448.4,506774.8,608717450,5111,1100
HSCEDM17J00003,2018,1874793.64,2546710.92,159734151,4705,4828
HSCEDM17J00004,2018,51612132.1,51612132.1,612706465,1222,1222
HSCEDM17J00005,2018,22450,40450,71191787,4211,4211
HSCEDM17J00006,2018,6162645.39,6162645.39,159734151,4705,3913
HSCEDM17J00007,2018,49125180.94,49125180.94,609636910,200,4834
HSCEDM17J00008,2018,5654320.62,5654320.62,612706465,1222,1222
HSCEDM17J00010,2018,124949.5,124949.5,791120124,651,651
HSCEDM17J00011,2018,157445.51,157445.51,828373006,4816,4816
HSCEDM17J00014,2018,25115817.4,25115817.4,832895085,200,3627
HSCEDM17J00016,2018,49294991.23,49294991.23,832895085,200,1225
HSCEDM17J00017,2018,70811.24,70811.24,612706465,1222,1222
HSCEDM17J00019,2018,3244985.77,3244985.77,48229301,3606,3606
HSCEDM17J00020,2018,39101930.78,39101930.78,159734151,4705,4818
HSCEDM17J00024,2018,31975380.96,31975380.96,612706465,1222,1222
HSCEDM17J00026,2018,120703452,120703452,94160959,802,802
HSCEDM17J00027,2018,3575764.86,3575764.86,805596710,200,2403
HSCEDM17J00028,2018,240000,240000,198705100,651,651
HSCEDM17J00029,2018,9900,9900,112636170,2408,2408
HSCEDM17J00030,2018,13850,13850,34302497,2203,2203
HSCEDM17J00031,2018,33571475.82,33571475.82,612706465,1222,806
HSCEDM17J00032,2018,65718510.49,65718510.49,612706465,1222,5309
HSCEDM17J00033,2018,51955661,51955661,38049532,5110,4815
HSCEDM17J00034,2018,1363500,1363500,32093028,3706,3706
HSCEDM17J00035,2018,40148869.15,40148869.15,805596710,200,200
HSCEDM17P00006,2018,29232,76451.52,175124957,3611,3611
HSCEDM17P00009,2018,11550,11550,74811571,5108,5108
HSCEDM17P00011,2018,14620,23120,74019126,3627,3627
HSCEDM17P00017,2018,18852,52884,141089487,651,651
HSCEDM17P00018,2018,46000,46000,80590937,4822,634
HSCEDM17P00019,2018,32000,48000,75303198,628,646
HSCEDM17P00020,2018,34344,88245,94016941,652,651
HSCEDM17P00021,2018,19755.84,82579.44,785918954,804,634
HSCEDM17P00033,2018,10000,26000,33278685,4825,4825
HSCEDM17P00042,2018,20000,50000,962380692,3410,3410
HSCEDM17P00058,2018,19683,50957.57,23897666,4104,4104
HSCEDM17P00063,2018,83000,83000,74811571,5108,1100
HSCEDM17P00066,2018,109417,109417,167646140,1705,1100
HSCEDM17P00069,2018,9320,9320,80526889,1714,1714
HSCEDM17P00072,2018,48530.4,121326,790784474,3610,3626
HSCEDM17P00079,2018,8490.1,8490.1,786892927,2801,4834
HSCEDM17P00080,2018,50000,1044800,957523111,4808,4808
HSCEDM17P00088,2018,4080,4080,942273863,4820,1305
HSCEDM17P00095,2018,10157.4,52849.08,39953744,1208,1100
HSCEDM17P00096,2018,6590.9,6590.9,6772929,4818,4829
HSCEDM17P00097,2018,9640.8,59419.26,46198011,2901,3201
HSCEDM17P00102,2018,23686.8,23686.8,7242498,2004,2004
HSCEDM17P00103,2018,1497.16,1497.16,80354344,643,643
HSCEDM17P00104,2018,11616,43560,38524929,5107,5107
HSCEMD08F00124,2018,17812.5,17812.5,610509478,648,633
HSCEMD08J00139,2018,999999.49,999999.49,69373090,2403,2403
HSCEMD08J00140,2018,10845,10845,43964519,4206,4833
HSCEMD09P00076,2018,50850,50850,17764031,4209,4209
HSCEMD10J00116,2018,2231144.04,2231144.04,6254833,2706,4209
HSCEMD10P00089,2018,22660,43720,88057158,408,1302
HSCEMD10P00254,2018,22712.01,31229.01,152871823,2506,2506
HSCEMD11J00035,2018,12560.74,25192.54,193803103,5108,5108
HSCEMD11J00177,2018,5694641.31,5694641.31,603126678,5108,5108
HSCEMD11P00206,2018,1196350.8,1196350.8,18836440,3610,7200
HSCEMD12C00003,2018,36492145.35,36492145.35,6213482,2705,1100
HSCEMD12F00022,2018,3217241.76,3549065.92,97779698,5110,5108
HSCEMD12J00006,2018,11508,15348,43964519,4206,4821
HSCEMD12J00010,2018,4758.15,4758.15,43964519,4206,4828
HSCEMD12J00084,2018,4915.8,4915.8,623331717,2106,2106
HSCEMD12J00085,2018,14626,14626,39860122,5111,4826
HSCEMD12J00097,2018,17165.59,42720.66,39860122,5111,1100
HSCEMD12P00101,2018,11428.13,11428.13,147851054,606,606
HSCEMD12P00105,2018,72203.3,72203.3,151480134,7298,7200
HSCEMD13D00001,2018,0,9000000,33095568,3405,****
HSCEMD13F00037,2018,14142151.34,16843550.7,97779698,5110,1100
HSCEMD13F00049,2018,18370400.08,18370400.08,128159105,5108,5108
HSCEMD13F00069,2018,11011.2,11011.2,1818012,3405,3405
HSCEMD13F00106,2018,3346849.13,3346849.13,112996327,5111,5111
HSCEMD13F00149,2018,1093761.06,1385548.34,967488987,5111,5111
HSCEMD13J00063,2018,11244642.54,12196890.54,171898732,5108,5108
HSCEMD13P00013,2018,24000,24000,78738235,7298,7200
HSCEMD13P00072,2018,502174.8,502174.8,845109339,1305,1305
HSCEMD13P00093,2018,229900,229900,59954201,5111,5111
HSCEMD14C00001,2018,10151574,15232128,66753844,2504,5301
HSCEMD14C00003,2018,15372241,21800635,165449872,5301,5301
HSCEMD14F00003,2018,9843,9843,626578041,5111,5111
HSCEMD14F00024,2018,13783.92,13783.92,1818012,3405,651
HSCEMD14F00030,2018,11527315.2,14554675.2,168719552,5108,5108
HSCEMD14F00033,2018,5313,5313,43964519,4206,4206
HSCEMD14F00041,2018,20908081.94,22435708.34,143692858,5109,5108
HSCEMD14F00042,2018,14420,14420,948396890,5108,1100
HSCEMD14F00044,2018,1515950.64,4019654.01,9043600,1198,1100
HSCEMD14F00066,2018,616558.28,907742.28,132498200,5110,1100
HSCEMD14F00076,2018,8357.4,8357.4,43964519,4206,4206
HSCEMD14F00082,2018,657957.75,839218.56,38798468,5111,5111
HSCEMD14F00084,2018,19182.6,20622.6,43964519,4206,2505
HSCEMD14F00142,2018,10197703.26,10197703.26,113188770,3412,3404
HSCEMD14F00168,2018,2332727,2342727,72637457,5110,1100
HSCEMD14J00025,2018,2061067.06,7310951.86,9043600,1198,1100
HSCEMD14J00035,2018,4993534.04,4993534.04,6928857,5111,1100
HSCEMD14J00042,2018,2886023.38,4208458.09,1727135,2408,2408
HSCEMD14J00053,2018,1627760,1936582,132498200,5110,5108
HSCEMD14J00061,2018,19942847.22,30499360.08,190828541,1213,1213
HSCEMD14P00007,2018,93875,93875,621534887,607,612
HSCEMD14P00034,2018,17624,17624,29640740,1708,5307
HSCEMD14P00038,2018,80000,80000,137672239,4825,4825
HSCEMD14P00049,2018,8300,8300,31779838,652,652
HSCEMD14P00109,2018,112476.14,112476.14,48822402,1219,1100
HSCEMD15F00001,2018,7812591.68,7812591.68,128159105,5108,5108
HSCEMD15F00007,2018,7081.12,7081.12,39860122,1198,3610
HSCEMD15F00033,2018,7034,7034,43964519,4206,4206
HSCEMD15F00038,2018,115489,119314,85698900,1218,1100
HSCEMD15F00041,2018,62415,79515,34595699,1305,1305
HSCEMD15F00050,2018,23331.72,23331.72,39860122,5111,5111
HSCEMD15F00059,2018,28667.2,34067.2,43964519,4206,4833
HSCEMD15F00068,2018,201392,382304,115415338,2403,1100
HSCEMD15F00077,2018,12582,20970,43964519,4206,401
HSCEMD15F00091,2018,12840.13,12840.13,626578041,5111,5111
HSCEMD15F00103,2018,17136,21420,623331717,2106,901
HSCEMD15F00113,2018,3123690.76,3123690.76,97779698,5111,1100
HSCEMD15F00128,2018,8080.56,13467.6,39860122,5111,1100
HSCEMD15F00134,2018,53142.85,95464.45,39860122,5111,4833
HSCEMD15F00138,2018,8589.36,15370.32,116194192,5108,2301
HSCEMD15F00139,2018,63868.8,79536,556978807,2406,2406
HSCEMD15F00141,2018,13974.39,14932.35,1818012,3405,3405
HSCEMD15F00143,2018,30240,30240,43964519,4206,4206
HSCEMD15F00144,2018,5040,5040,623331717,2106,2106
HSCEMD15F00158,2018,1863124.41,2097568.47,72637457,4203,1100
HSCEMD15J00022,2018,1384377.86,1384377.86,87701231,5111,1100
HSCEMD15J00041,2018,2454398.7,5530002.9,115415338,2403,4830
HSCEMD15J00072,2018,897947.73,897947.73,97779698,5111,5108
HSCEMD15J00079,2018,857754.43,857754.43,843894523,2405,2405
HSCEMD15P00011,2018,20196,25476,805340247,2608,2613
HSCEMD15P00027,2018,18638,22408,827284519,3626,3626
HSCEMD15P00028,2018,112215.84,139080.48,54977231,3607,3607
HSCEMD15P00044,2018,19800,37040,839709532,5309,5307
HSCEMD15P00078,2018,37000,37000,148015449,651,651
HSCEMD15P00103,2018,171873.55,171873.55,79481448,104,104
HSCEMD16A00002,2018,0,4700000,963846097,652,****
HSCEMD16C00001,2018,1805548.28,3755783.98,52128984,5111,5111
HSCEMD16C00002,2018,2318175,4754350.92,827821757,5111,1000
HSCEMD16C00003,2018,2711012.38,7758040.19,1423631,2507,2507
HSCEMD16F00001,2018,5830.09,5830.09,626578041,5111,5111
HSCEMD16F00004,2018,4584.6,7641,39860122,5111,5111
HSCEMD16F00005,2018,6189,6189,39860122,5111,4214
HSCEMD16F00008,2018,6558,6558,39860122,5111,404
HSCEMD16F00011,2018,11890,11890,43964519,4206,4206
HSCEMD16F00015,2018,21300.8,21300.8,39860122,5111,5111
HSCEMD16F00019,2018,15147,27769.24,965603293,3608,1501
HSCEMD16F00020,2018,3747.89,3747.89,116194192,5108,5108
HSCEMD16F00023,2018,13320,22200,43964519,4206,1210
HSCEMD16F00029,2018,25335.6,25335.6,626578041,5111,5111
HSCEMD16F00041,2018,5671377.79,16980428.05,3592412,3910,5110
HSCEMD16F00042,2018,215366.6,423866.6,965603293,3608,3608
HSCEMD16F00047,2018,7851.29,7851.29,626578041,5111,5111
HSCEMD16F00048,2018,5622.6,5622.6,626578041,5111,5111
HSCEMD16F00049,2018,5534.04,5534.04,626578041,5111,5111
HSCEMD16F00051,2018,4163.53,4230.53,626578041,5111,5111
HSCEMD16F00052,2018,4598.04,4598.04,626578041,5111,5111
HSCEMD16F00053,2018,4430.04,4430.04,626578041,5111,5111
HSCEMD16F00056,2018,20990.28,24791.88,626578041,5111,5111
HSCEMD16F00057,2018,26524.64,32671.04,626578041,5111,5111
HSCEMD16F00061,2018,4934.56,8134.24,116194192,5108,5108
HSCEMD16F00063,2018,3986.93,3986.93,626578041,5111,5111
HSCEMD16F00067,2018,14400,24000,948396890,5108,3410
HSCEMD16F00076,2018,4202.04,4202.04,626578041,5111,5111
HSCEMD16F00084,2018,4380.59,4380.6,39860122,5111,5111
HSCEMD16F00085,2018,11117.7,11117.7,43964519,4206,4206
HSCEMD16F00086,2018,13041.16,13041.16,116194192,5108,4830
HSCEMD16F00088,2018,8751.2,8751.2,43964519,4206,4206
HSCEMD16F00092,2018,4190.27,4190.27,626578041,5111,5111
HSCEMD16F00094,2018,76680,146970,623331717,2106,2106
HSCEMD16F00103,2018,5633,5633,192770050,3411,1100
HSCEMD16F00110,2018,5050.56,12626.4,43964519,4206,4206
HSCEMD16F00111,2018,11417.86,11417.86,626578041,5111,4833
HSCEMD16F00116,2018,7488.17,7488.17,626578041,5111,4824
HSCEMD16F00117,2018,817208.33,2397048.33,97779698,5110,5110
HSCEMD16F00120,2018,1439953.44,2471335.86,197503212,2506,1100
HSCEMD16F00128,2018,45146.6,45146.6,43964519,4206,4206
HSCEMD16F00130,2018,13586765.16,30320177.81,19121586,5108,1100
HSCEMD16F00132,2018,6532.03,6777.88,116194192,5108,4816
HSCEMD16F00134,2018,624000,3546000,878854504,649,1100
HSCEMD16F00135,2018,2424,9696,43964519,4206,4206
HSCEMD16F00149,2018,398206.01,398206.01,963846097,652,5111
HSCEMD16F00150,2018,443212.8,443212.8,808354448,5105,1100
HSCEMD16F00151,2018,6847946.68,9290993.67,19121586,5108,1100
HSCEMD16FAF002,2018,2850082.92,4387603.53,18193669,2406,5110
HSCEMD16J00008,2018,1853940.77,1853940.77,69373090,2403,1708
HSCEMD16J00010,2018,1687641.6,2869708.8,125368121,5111,1100
HSCEMD16J00018,2018,370182.56,370182.56,87701231,5111,1100
HSCEMD16J00024,2018,700980,700980,124333886,805,5000
HSCEMD16J00028,2018,9780,9780,615378007,2408,5111
HSCEMD16J00030,2018,768611.96,1357909.56,617942987,5111,1100
HSCEMD16J00037,2018,448087,448087,33095568,3405,5111
HSCEMD16J00038,2018,82882.46,82882.46,124333886,805,805
HSCEMD16J00044,2018,847152,847152,33095568,3405,3411
HSCEMD16J00055,2018,98448,98448,556496370,626,626
HSCEMD16J00058,2018,154341,154341,933678708,3302,5111
HSCEMD16J00060,2018,108277.82,108277.82,87701231,5111,1100
HSCEMD16J00063,2018,150660,150660,615378007,2408,2408
HSCEMD16J00064,2018,210240,210240,121701957,652,5111
HSCEMD16J00066,2018,14904.52,14904.52,807680421,606,606
HSCEMD16P00004,2018,10964.58,10964.58,37153124,5303,5303
HSCEMD16P00012,2018,8600,40600,197871515,647,647
HSCEMD16P00015,2018,60300,161400,965105120,2610,2610
HSCEMD16P00020,2018,109365.2,160077.2,36982932,4211,4211
HSCEMD16P00031,2018,52259.4,53009.4,969239529,3202,614
HSCEMD16P00034,2018,10700,18700,70343640,1210,1210
HSCEMD16P00038,2018,12049,22417,148102890,1214,1214
HSCEMD16P00044,2018,282274,282274,784154895,2401,2401
HSCEMD16P00050,2018,14100,14100,945193316,603,612
HSCEMD16P00051,2018,34434.24,59695.24,945163509,3410,3410
HSCEMD16P00054,2018,17650,17650,147851054,606,612
HSCEMD16P00055,2018,25550,32125,177886848,5504,5110
HSCEMD16P00073,2018,5501.94,5501.94,2906605,1705,1305
HSCEMD16P00075,2018,129450,129450,784154895,2401,5108
HSCEMD16P00076,2018,60335,60335,90111733,7298,7200
HSCEMD16P00077,2018,11580,11580,792851032,7298,7200
HSCEMD16P00080,2018,21055.9,21055.9,800250008,4104,4820
HSCEMD16P00088,2018,61695,61695,144579815,2703,2705
HSCEMD16P00094,2018,12155,12155,957578685,1802,1802
HSCEMD16P00095,2018,450000,450000,165449872,5301,5111
HSCEMD16P00096,2018,43128,71880,79359314,1308,1308
HSCEMD16P00099,2018,38400,38400,79251332,1220,1220
HSCEMD16P00102,2018,20625,20625,27541754,5306,403
HSCEMD16P00104,2018,3927.92,3927.92,800250008,4104,2202
HSCEMD16P00112,2018,13430.88,13430.88,948396890,5108,5108
HSCEMD16P00127,2018,73003,146006,63690705,107,107
HSCEMD16P00128,2018,4400.16,6600.24,948396890,5108,5108
HSCEMD17C00002,2018,407129.76,1385336.88,18836440,3604,3604
HSCEMD17D00001,2018,0,37008960.64,831127738,5108,****
HSCEMD17D00004,2018,0,2941314.94,87701231,1208,****
HSCEMD17F00001,2018,1967091.65,3392412,135838084,5111,1100
HSCEMD17F00004,2018,8891472.88,25523647.5,52311607,2405,5108
HSCEMD17F00005,2018,3325.22,3325.22,43964519,4206,4206
HSCEMD17F00006,2018,6049.45,6049.45,613480586,2703,2403
HSCEMD17F00007,2018,43148.48,43148.48,112893131,2506,2403
HSCEMD17F00008,2018,9673485.72,19413258.24,148508286,2702,2408
HSCEMD17F00010,2018,12300.34,12300.34,43964519,4206,4206
HSCEMD17F00011,2018,11809,14089,39860122,5111,4833
HSCEMD17F00015,2018,10675,10675,848452090,1306,1306
HSCEMD17F00017,2018,16206.74,16206.74,64465503,3411,3411
HSCEMD17F00022,2018,7970,10490,39860122,5111,4805
HSCEMD17F00023,2018,41492.8,61120,39860122,5111,1100
HSCEMD17F00025,2018,55911.84,139779.6,43964519,4206,803
HSCEMD17F00027,2018,3984.6,3984.6,116194192,5108,7200
HSCEMD17F00031,2018,14324,14324,66088902,626,3626
HSCEMD17F00033,2018,6577.14,6577.14,626578041,5111,4834
HSCEMD17F00046,2018,7545.51,7545.51,4321519,4218,1805
HSCEMD17F00047,2018,90252.51,90252.51,784227402,4104,4104
HSCEMD17F00053,2018,28802,69968,43964519,4206,4206
HSCEMD17F00066,2018,211033.05,211033.05,788479368,617,617
HSCEMD17F00079,2018,798165,933068,4001731,106,106
HSCEMD17F00080,2018,266194.36,1525776.96,6928857,5111,1100
HSCEMD17F00081,2018,10143,10143,155143050,2707,5111
HSCEMD17F00082,2018,43592.4,108981,626578041,5111,1214
HSCEMD17F00086,2018,5634.02,5634.02,626578041,5111,5111
HSCEMD17F00087,2018,3991.22,3991.22,54007823,3704,2408
HSCEMD17F00088,2018,34876.8,87192,191974203,3610,3610
HSCEMD17F00089,2018,33572.7,81715.38,108840075,4202,3911
HSCEMD17F00090,2018,33328.62,33328.62,54007823,3704,2408
HSCEMD17F00091,2018,5000.63,5000.63,79748458,1710,1214
HSCEMD17F00093,2018,48145.93,48145.93,54007823,3704,2408
HSCEMD17F00094,2018,3722,3722,43964519,4206,4206
HSCEMD17F00096,2018,7142.65,7142.65,54007823,3704,2408
HSCEMD17F00098,2018,12802464.36,12802464.36,97779698,5110,5110
HSCEMD17F00102,2018,57684.15,57684.15,54007823,3704,2508
HSCEMD17F00107,2018,2582.4,6456,626578041,5111,5111
HSCEMD17F00108,2018,36466.92,36466.92,54007823,3704,1214
HSCEMD17F00109,2018,6400,6400,43957141,648,648
HSCEMD17F00113,2018,50000,50000,110482101,2201,2201
HSCEMD17F00117,2018,43935.16,43935.16,112893131,2506,644
HSCEMD17F00120,2018,13261.16,13261.16,58215778,804,806
HSCEMD17F00122,2018,13125,13125,58916180,5107,4816
HSCEMD17F00124,2018,6627,10227,64465503,3411,4005
HSCEMD17F00137,2018,117128.96,117128.96,112893131,2506,2506
HSCEMD17F00145,2018,4149,4149,619503634,2901,2901
HSCEMD17F00147,2018,6120,6120,836284091,2705,2705
HSCEMD17F00160,2018,42363.56,42363.56,626578041,5111,5111
HSCEMD17F00163,2018,5174.28,5174.28,788479368,617,617
HSCEMD17F00164,2018,4192.62,4192.62,626578041,5111,5111
HSCEMD17F00168,2018,18506.12,18506.12,808137546,1214,1214
HSCEMD17F00169,2018,532000,532000,618932227,2404,2404
HSCEMD17F00175,2018,5615.92,5615.92,926705633,648,648
HSCEMD17F00182,2018,3880.09,3880.09,626578041,5111,5111
HSCEMD17F00184,2018,4117,4117,43964519,4206,4206
HSCEMD17F00190,2018,4409.49,4409.49,54007823,3704,612
HSCEMD17F00202,2018,6143.76,30718.8,43964519,4206,4206
HSCEMD17F00210,2018,13140,72720,122767437,639,639
HSCEMD17F00211,2018,592351.28,592351.28,18193669,2406,5000
HSCEMD17F00213,2018,2205468.29,2205468.29,949873624,2408,5111
HSCEMD17F00214,2018,6981680.29,6981680.29,38049532,5110,5111
HSCEMD17F00215,2018,5726712.83,5726712.83,186945325,3612,5111
HSCEMD17F00216,2018,3024231.08,3024231.08,5065946,2106,5111
HSCEMD17F00217,2018,4375200.33,4375200.33,965603293,3608,5111
HSCEMD17F00218,2018,1300000,1300000,967488581,5111,5111
HSCEMD17F00220,2018,590686,590686,106001675,3912,3915
HSCEMD17F00224,2018,14784.29,14784.29,54007823,3704,7200
HSCEMD17F00226,2018,39962,39962,878515956,1227,5110
HSCEMD17F00227,2018,660448.75,660448.75,4001731,106,106
HSCEMD17F00233,2018,101310.72,101310.72,79673287,4207,4207
HSCEMD17F00236,2018,5283.32,5283.32,54007823,3704,1705
HSCEMD17F00240,2018,89853.9,89853.9,785807611,5111,5111
HSCEMD17F00243,2018,25030.53,25030.53,54007823,3704,3704
HSCEMD17F00246,2018,8856,44280,116194192,5108,404
HSCEMD17F00258,2018,423786.3,3389693.6,9043600,1198,1100
HSCEMD17F00259,2018,3299.45,3299.45,616385667,4707,4707
HSCEMD17F00260,2018,1699040,4345040,97779698,5111,5108
HSCEMD17F00263,2018,4468.86,4468.86,54007823,3704,3704
HSCEMD17F00265,2018,75856.46,75856.46,808137546,1214,1100
HSCEMD17F00266,2018,53922.9,53922.9,957050883,5111,5111
HSCEMD17F00268,2018,5531,5531,39860122,5111,614
HSCEMD17F00269,2018,707880,3893340,115415338,2403,2403
HSCEMD17F00272,2018,691974.1,3564833.06,809019180,5108,5108
HSCEMD17F00276,2018,9645,9645,807680421,606,606
HSCEMD17F00277,2018,8548,8548,64465503,3411,3411
HSCEMD17F00279,2018,81252.78,81252.78,827022141,5111,1100
HSCEMD17F00280,2018,6275.43,6275.43,27079776,5102,5102
HSCEMD17J00003,2018,63335.25,63335.25,69373090,2403,2403
HSCEMD17J00004,2018,32592.51,32592.51,790801765,2104,1100
HSCEMD17J00005,2018,5279.92,5279.92,807680421,606,606
HSCEMD17J00009,2018,229219.5,229219.5,166669742,5107,5107
HSCEMD17J00010,2018,276699,276699,166669742,5107,5107
HSCEMD17J00011,2018,15025.2,15025.2,957050883,5111,5110
HSCEMD17J00013,2018,12187,12187,69373090,2403,1305
HSCEMD17J00014,2018,109500,109500,615378007,2408,2408
HSCEMD17J00015,2018,7360,7360,121701957,652,652
HSCEMD17J00017,2018,240000,240000,615378007,2408,2408
HSCEMD17J00018,2018,4527,4527,69373090,2403,2905
HSCEMD17J00019,2018,41850,41850,121701957,652,652
HSCEMD17J00020,2018,5962.4,5962.4,166669742,5107,5110
HSCEMD17J00021,2018,12465,12465,615378007,2408,2408
HSCEMD17J00024,2018,28636.3,28636.3,603814054,3901,3901
HSCEMD17J00025,2018,5668,5668,33095568,3405,3411
HSCEMD17J00026,2018,91725,91725,78374094,5111,805
HSCEMD17J00027,2018,86366.25,86366.25,69373090,2403,2403
HSCEMD17J00029,2018,4328,4328,6130371,5508,1100
HSCEMD17J00033,2018,36760.5,36760.5,69373090,2403,2403
HSCEMD17J00037,2018,7007.87,7007.87,619719693,3503,3503
HSCEMD17J00038,2018,12000,12000,603814054,3901,3901
HSCEMD17J00039,2018,87745,87745,121701957,653,652
HSCEMD17J00040,2018,9917.25,9917.25,69373090,2403,3408
HSCEMD17J00041,2018,66542.2,66542.2,166669742,5107,5107
HSCEMD17J00042,2018,23843.94,23843.94,619719693,3503,3503
HSCEMD17J00043,2018,324999.99,324999.99,605928246,1198,1100
HSCEMD17J00044,2018,72644,72644,119514144,604,604
HSCEMD17J00045,2018,125000,625000,790934285,2405,4501
HSCEMD17J00047,2018,183160.28,183160.28,78374094,5111,805
HSCEMD17J00048,2018,16187,16187,121701957,653,653
HSCEMD17J00051,2018,11515.5,11515.5,69373090,2403,2403
HSCEMD17J00053,2018,148358.5,148358.5,78374094,5111,805
HSCEMD17J00054,2018,5742.5,5742.5,556496370,626,626
HSCEMD17J00055,2018,7890.75,7890.75,556496370,626,626
HSCEMD17J00056,2018,40834.2,40834.2,166669742,5107,5107
HSCEMD17J00057,2018,14671.76,14671.76,933678708,3302,3302
HSCEMD17J00059,2018,1266540,1266540,119514144,604,604
HSCEMD17J00060,2018,100966.91,100966.91,78374094,5111,805
HSCEMD17J00061,2018,33728.9,33728.9,78374094,5111,5111
HSCEMD17J00064,2018,235878.66,235878.66,933678708,3302,3302
HSCEMD17J00065,2018,150299.59,150299.59,166669742,5107,5107
HSCEMD17J00068,2018,607563,607563,615378007,2408,2408
HSCEMD17J00069,2018,14000,14000,603814054,3901,3901
HSCEMD17J00071,2018,44814.6,44814.6,78374094,5111,5111
HSCEMD17J00074,2018,483397.48,483397.48,615378007,2408,2408
HSCEMD17J00075,2018,183527.55,183527.55,166669742,5107,5107
HSCEMD17J00076,2018,4933.86,4933.86,20149303,617,617
HSCEMD17J00077,2018,1056741.56,1056741.56,831127738,5108,5108
HSCEMD17J00078,2018,4032.47,4032.47,556496370,626,626
HSCEMD17J00084,2018,7414.56,7414.56,957050883,5111,5111
HSCEMD17J00085,2018,186630.83,186630.83,603814054,3901,3901
HSCEMD17J00087,2018,5449.05,5449.05,78374094,5111,805
HSCEMD17J00090,2018,10065.57,10065.57,78374094,5111,805
HSCEMD17J00092,2018,2033.46,2033.46,556496370,626,626
HSCEMD17J00094,2018,494820,494820,33095568,3405,3411
HSCEMD17J00096,2018,613386,613386,33095568,3405,3411
HSCEMD17J00099,2018,9567.13,9567.13,54007823,3704,2408
HSCEMD17J00101,2018,103142.22,103142.22,78374094,5111,805
HSCEMD17J00109,2018,3520,3520,556496370,626,626
HSCEMD17J00110,2018,45260,45260,124333886,805,805
HSCEMD17J00111,2018,3874.86,3874.86,54007823,3704,2408
HSCEMD17J00112,2018,14100,14100,605928246,1198,612
HSCEMD17J00116,2018,40550.18,40550.18,615378007,2408,2408
HSCEMD17J00124,2018,7773,7773,121701957,652,652
HSCEMD17J00125,2018,14668.18,14668.18,605928246,1198,1100
HSCEMD17J00126,2018,4088.93,4088.93,556496370,626,626
HSCEMD17J00129,2018,843875,843875,121701957,652,652
